18404	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01104/11/10000003074/proposta_governo1471193208953.pdf
31139	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01104/11/10000003181/proposta_governo1471478734238.pdf
33201	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01104/2/10000001697/proposta_governo1470782016274.pdf
18411	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01473/11/10000002692/proposta_governo1471047849638.pdf
18601	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01473/11/10000002558/proposta_governo1471033178227.pdf
30587	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01473/11/10000003127/proposta_governo1471659853130.pdf
17317	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01015/11/10000003076/proposta_governo1471193627016.pdf
20504	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01015/11/10000003014/proposta_governo1471125345639.pdf
20378	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01015/11/10000003202/proposta_governo1471300739422.pdf
24743	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01015/11/10000002377/proposta_governo1470957899207.pdf
30223	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01015/11/10000002604/proposta_governo1471031780674.pdf
18232	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01139/2/10000001523/proposta_governo1470761744255.pdf
25757	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01139/11/10000002079/proposta_governo1470868793989.pdf
30605	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01139/2/10000001698/proposta_governo1470782600851.pdf
16516	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01570/11/10000002636/proposta_governo1471042137368.pdf
24632	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01570/2/10000001848/proposta_governo1470945582070.pdf
20439	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01570/11/10000003037/proposta_governo1471126570594.pdf
18961	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01490/2/10000001721/proposta_governo1470834028266.pdf
27470	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01490/11/10000002340/proposta_governo1470953286619.pdf
20390	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01490/11/10000003046/proposta_governo1471127309243.pdf
30765	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01490/11/10000002513/proposta_governo1471037672552.pdf
18254	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01554/11/10000002828/proposta_governo1471042938992.pdf
18440	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01554/11/10000003225/proposta_governo1471302078388.pdf
22575	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01554/11/10000002214/proposta_governo1470941517924.pdf
30661	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01554/2/10000001752/proposta_governo1470839797138.pdf
16377	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01511/2/10000002004/proposta_governo1470866909638.pdf
26489	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01511/11/10000002945/proposta_governo1471119276388.pdf
32305	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01511/11/10000002912/proposta_governo1471112077922.pdf
31337	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01511/11/10000003099/proposta_governo1471203287648.pdf
16572	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01112/2/10000001939/proposta_governo1470867580399.pdf
30195	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01112/2/10000001277/proposta_governo1470661944804.pdf
30503	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01112/11/10000002469/proposta_governo1471041525468.pdf
17703	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01031/11/10000003335/proposta_governo1471457662446.pdf
22339	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01031/11/10000003303/proposta_governo1471455568284.pdf
30183	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01031/11/10000003264/proposta_governo1471454198435.pdf
27197	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01031/11/10000003304/proposta_governo1471455819525.pdf
30663	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01031/11/10000003258/proposta_governo1471453756374.pdf
19620	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01090/11/10000002465/proposta_governo1471014843445.pdf
18229	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01090/11/10000002021/proposta_governo1470867483348.pdf
26707	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01090/2/10000001900/proposta_governo1470861900830.pdf
20672	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01457/11/10000003447/proposta_governo1471461164411.pdf
18442	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01457/11/10000003433/proposta_governo1471459556346.pdf
33124	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01457/11/10000003461/proposta_governo1471461294987.pdf
23683	http://divulgacandcontas.tse.jus.br/dados/2016/2/AC/01457/11/10000003463/proposta_governo1471461883517.pdf
20214	http://divulgacandcontas.tse.jus.br/dados/2016/AC/01007/2/10000001880/proposta_governo1470854875274.pdf
